publisher,review_date,claim_id,review_url,normalized_label
apa.at,15/07/2022 02:00,efe4abb2030d24ce9137d60e74a90bcd7de1932e134ffe6fc0b815c7cf2fab34,https://apa.at/faktencheck/medien-berichten-ueber-niederlaendische-bauernproteste/,FALSE
apa.at,07/07/2022 02:00,a88e9c69b9987e64b62f0e7521d83e9b53252dd699fe634249bfbe0d20abc2d9,https://apa.at/faktencheck/deutschland-einziges-eu-land-mit-gas-alarmstufe/,MIXTURE
apa.at,01/07/2022 02:00,cc722ee10716382ba61496ce080fed5f70cdca72a282386a03d775b71996d7eb,https://apa.at/faktencheck/niederlaendische-proteste-wegen-stickstoff-plaene/,MIXTURE
apa.at,17/06/2022 02:00,d514b9d64639741ca016882666ae29ef9596e31ef80e135aff4b08037c8b195c,https://apa.at/faktencheck/irrefuehrende-angaben-kursieren-zu-biebers-erkrankung/,FALSE
apa.at,25/06/2022 02:00,25853e488cfd6da43fe0cad8e364690f23b927a2bee237fff719ef8fec79038a,https://apa.at/faktencheck/temperaturkarten-werden-schon-lange-rot-eingefaerbt/,FALSE
apa.at,27/08/2021 02:00,c4e643a3fddf0760e0e96bbe1a792e3877072fcceefc24ad6103fafc2bb50789,https://apa.at/faktencheck/zahl-geimpfter-hospitalisierter-durch-impfquote-hoch/,MIXTURE
apa.at,11/12/2020 01:00,332bbcf17c0760b8aa0936ac317123e374a126592953f3906937f90dce42cd0d,https://apa.at/faktencheck/cola-fuehrt-nur-scheinbar-zu-positivem-antigentest/,MIXTURE
apa.at,19/08/2020 02:00,adaeb9cb60dc8fe5618213c64941441bec6c07d3b339b2100101c07503f9f412,https://apa.at/faktencheck/bezieht-sich-walter-molino-bild-auf-2022/,MIXTURE
apa.at,04/06/2020 02:00,bc541977f14ba9b4fcbe7199e63556797168068fb3c27db3703bc39983d36d8f,https://apa.at/faktencheck/demolierte-die-polizei-ihr-eigenes-auto/,FALSE
apa.at,29/12/2020 01:00,ba11bc872acadda10e7bc4883e958bf5143c1fc5514a4a21e307c1be9937ca66,https://apa.at/faktencheck/biontech-ceo-will-sich-impfen-lassen/,FALSE
apa.at,29/03/2022 02:00,83550ddb4071b517df1e2c7f70c82be5391705ae681a46e1cf86c626e54c6780,https://apa.at/faktencheck/muell-fotos-haben-nichts-mit-klimademos-zu-tun/,MIXTURE
apa.at,26/03/2020 01:00,8eacacd2fa89db31f53226cb3a548891f26b74e70db078b26b0c167be8faded8,https://apa.at/faktencheck/was-singen-italiener-in-der-quarantaene/,FALSE
apa.at,04/11/2021 01:00,566e971d8e6607655227291bdb578812e88e9152882df697f7370632e40a0205,https://apa.at/faktencheck/virale-falschbehauptungen-ueber-klinikum-kirchdorf/,FALSE
apa.at,21/07/2021 02:00,5ecaef4c9f2fb060ca4c0b2a6230637a49e1cd9f6bb6704d7597034a237b167f,https://apa.at/faktencheck/sind-virale-hochwasser-aufnahmen-authentisch/,TRUE
